fdc_id,data_type,description
1154773,branded_food,"FRUITY CEREAL CRUNCH FLAVORED MEAL REPLACEMENT BARS, FRUITY CEREAL CRUNCH"
1155104,branded_food,Honey Nut Cheerios Cereal
1155106,branded_food,Cinnamon Toast Crunch Cereal
1155411,branded_food,"BLUEBERRY CINNAMON FLAX PLANT-POWERED PROTEIN, CARBOHYDRATES & FIBER, WITH REAL WILD BLUEBERRIES ORGANIC CEREAL, BLUEBERRY CINNAMON"
1155531,branded_food,"MULTIBRAN FLAKES FLAX PLUS CEREAL, MULTIBRAN FLAKES"
1155532,branded_food,"CRUNCHY CINNAMON A DELICIOUS MEDLEY OF CORN, QUINOA, FLAX, BUCKWHEAT & AMARANTH ORGANIC CEREAL, CRUNCHY CINNAMON"
1155533,branded_food,"CRUNCHY MAPLE ORGANIC A DELICIOUS MEDLEY OF CORN, RICE, QUINOA, FLAX, BUCKWHEAT & AMARANTH CEREAL, CRUNCHY MAPLE"
1155534,branded_food,"CRUNCHY HONEY A DELICIOUS MEDLEY OF CORN, QUINOA, FLAX, BUCKWHEAT & AMARANTH ORGANIC CEREAL, CRUNCHY HONEY"
1155734,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED CORN & OAT CEREAL"
1155937,branded_food,"HERITAGE FLAKES CEREAL, HERITAGE FLAKES"
1155939,branded_food,"CRUNCHY VANILLA ORGANIC A DELICIOUS MEDLEY OF CORN, RICE, QUINOA, FLAX, BUCKWHEAT & AMARANTH CEREAL, CRUNCHY VANILLA"
1156080,branded_food,"RIP'S BIG BOWL BANANA WALNUT CEREAL, RIP'S BIG BOWL BANANA WALNUT"
1156255,branded_food,"FRUIT FLAVOR SWEETENED RICE CEREAL, FRUIT"
1156430,branded_food,"RED BERRY CRUNCH A DELICIOUS & EXCELLENT SOURCE OF ALA OMEGA-3 ORGANIC CEREAL, RED BERRY CRUNCH"
1157218,branded_food,"APPLE CINNAMON CRUNCH FLAVORED CRUNCHY RICE & WHEAT FLAKES WITH APPLE CINNAMON CLUSTERS CEREAL, APPLE CINNAMON CRUNCH"
1157223,branded_food,CEREAL
1157224,branded_food,CEREAL
1157225,branded_food,CEREAL
1157242,branded_food,"RAISIN TOUCH OF FRUIT IN THE MIDDLE LIGHTLY SWEETENED WHOLE GRAIN CEREAL, RAISIN"
1157316,branded_food,"CINNAMON CEREAL, CINNAMON"
1157324,branded_food,"STRAWBERRY FLAVORED CEREAL WITH PRINCESS MARSHMALLOWS, STRAWBERRY WITH PRINCESS MARSHMALLOWS"
1157348,branded_food,"CHOCOLATE CRISPY MULTI-GRAIN OUTSIDE, SMOOTH CHOCOLATE INSIDE CEREAL, CHOCOLATE"
1157371,branded_food,"SWEETENED CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1157375,branded_food,CEREAL
1157450,branded_food,"MILK CHOCOLATE WITH CRISPED CEREALS BAR, MILK CHOCOLATE WITH CRISPED CEREALS"
1157455,branded_food,"CINNAMON BROWN SUGAR CRUNCH FLAVORED WHEAT, SOY AND RICE PROTEIN CEREAL, CINNAMON BROWN SUGAR CRUNCH"
1157849,branded_food,"RAISIN APPLE ANCIENT GRAINS GRANOLA MIX OF TOASTED OATS, BARELY, WHEAT, SPELT, RYE & FRUIT CEREAL, RAISIN APPLE"
1157867,branded_food,"ORIGINAL LOW FAT GRANOLA MULTI-GRAIN CEREAL, ORIGINAL"
1157899,branded_food,"CHOCOLATE CRISPY MULTI-GRAIN OUTSIDE, SMOOTH CHOCOLATE INSIDE CEREAL, CHOCOLATE"
1157901,branded_food,CEREAL
1157941,branded_food,"CRANBERRY ALMOND WITH PUMPKIN SEEDS ANCIENT GRAINS GRANOLA CEREAL, CRANBERRY ALMOND WITH PUMPKIN SEEDS"
1157977,branded_food,REDUCED SUGAR CEREAL
1157979,branded_food,"RED BERRIES FLAVORED CEREAL BARS, RED BERRIES"
1157981,branded_food,"KELLOGG'S, FROSTED FLAKES, FROSTED CORN FLAKE CEREAL"
1157986,branded_food,"CHOCOLATE CRISPY MULTI-GRAIN OUTSIDE, SMOOTH CHOCOLATE INSIDE CEREAL IN A CUP, CHOCOLATE"
1158006,branded_food,"CHOCOLATE CRISPY MULTI-GRAIN OUTSIDE, SMOOTH CHOCOLATE INSIDE CEREAL, CHOCOLATE"
1158008,branded_food,"WHOLE GRAIN BROWN RICE GLUTEN FREE TOASTED BROWN RICE CEREAL, WHOLE GRAIN BROWN RICE"
1158009,branded_food,"MULTI-GRAIN LIGHTLY SWEETENED FLAKES MADE FROM A HEARTY BLEND OF WHEAT, RICE AND CORN CEREAL, MULTI-GRAIN"
1158010,branded_food,"CHOCOLATEY STRAWBERRY FLAVORED CRUNCHY RICE & WHEAT FLAKES WITH CHOCOLATEY PIECES & STRAWBERRIES CEREAL, CHOCOLATEY STRAWBERRY"
1158040,branded_food,"SWEETENED CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1158041,branded_food,CEREAL
1158051,branded_food,"VANILLA FLAVORED CEREAL, VANILLA"
1158110,branded_food,"ORIGINAL MULTIGRAIN CEREAL, ORIGINAL"
1158151,branded_food,"ORIGINAL CEREAL, ORIGINAL"
1158199,branded_food,"CHOCOLATEY STRAWBERRY FLAVORED CRUNCHY RICE & WHEAT FLAKES WITH CHOCOLATEY PIECES & STRAWBERRIES CEREAL, CHOCOLATEY STRAWBERRY"
1158214,branded_food,"SWEETENED CEREAL WITH APPLE & CINNAMON, APPLE & CINNAMON"
1158258,branded_food,"TOUCH OF HONEY ANCIENT GRAINS BLEND CEREAL, TOUCH OF HONEY"
1158266,branded_food,"CHOCOLATEY STRAWBERRY FLAVORED CRUNCHY RICE & WHEAT FLAKES WITH CHOCOLATEY PIECES & STRAWBERRIES CEREAL, CHOCOLATEY STRAWBERRY"
1158275,branded_food,"RED BERRIES FLAVORED CEREAL BARS, RED BERRIES"
1158278,branded_food,"CHOCOLATEY PRETZEL FLAVORED CEREAL BARS, CHOCOLATEY PRETZEL"
1158284,branded_food,"PROTEIN LIGHTLY SWEETENED WHEAT, RICE & SOY FLAKES CEREAL, PROTEIN"
1158309,branded_food,"CINNAMON PECAN CRUNCHY RICE & WHEAT FLAKES WITH PECANS & CINNAMON CEREAL, CINNAMON PECAN"
1158324,branded_food,"FRUIT & YOGURT CRUNCHY RICE & WHEAT FLAKES WITH OAT & FRUIT CLUSTERS & YOGURT-COATED CLUSTERS CEREAL, FRUIT & YOGURT"
1158930,branded_food,SWEETENED CORN CEREAL IN A CUP
1158967,branded_food,"ORIGINAL LIGHTLY SWEETENED WHOLE GRAIN CEREAL, ORIGINAL"
1158968,branded_food,"FRUIT FLAVOR SWEETENED MULTI-GRAIN CEREAL, FRUIT"
1158969,branded_food,CEREAL
1158978,branded_food,"CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1159083,branded_food,"MILK CHOCOLATE WITH CHOPPED HAZELNUTS AND CRISPED CEREALS BAR, MILK CHOCOLATE WITH CHOPPED HAZELNUTS AND CRISPED CEREALS"
1159388,branded_food,"BROWN SUGAR CINNAMON FLAVORED CRUNCHY SWEETENED THREE GRAIN CEREAL, BROWN SUGAR CINNAMON"
1159491,branded_food,"TOY STORY 4, CARNIVAL BERRY FLAVORED CEREAL, CARNIVAL BERRY"
1159492,branded_food,"VANILLA ALMOND FLAVORED CEREAL, VANILLA ALMOND"
1159493,branded_food,"BUDS A WHEAT BRAN FIBER CEREAL, BUDS"
1159507,branded_food,"ORIGINAL MULTI-GRAIN TOUCH OF CINNAMON LIGHTLY SWEETENED WHEAT, RICE AND SOY FLAKES CEREAL, ORIGINAL MULTI-GRAIN TOUCH OF CINNAMON"
1159543,branded_food,"VANILLA & ALMOND FLAVORED CRUNCHY WHEAT & RICE FLAKES WITH ALMONDS & VANILLA CEREAL, VANILLA & ALMOND"
1159544,branded_food,"CINNAMON BROWN SUGAR CRUNCH FLAVORED WHEAT, SOY & RICE PROTEIN CEREAL, CINNAMON BROWN SUGAR CRUNCH"
1159554,branded_food,"HONEY ALMOND ANCIENT GRAINS BLEND OF WHOLE GRAIN WHEAT, RICE, SOY, ANCIENT GRAINS, SORGHUM & BLACK RICE FLAKES WITH HONEY & ALMOND PROTEIN CEREAL, HONEY ALMOND ANCIENT GRAINS"
1159577,branded_food,"CINNAMON PECAN CRUNCHY RICE & WHEAT FLAKES WITH PECANS & CINNAMON CEREAL, CINNAMON PECAN"
1159578,branded_food,"WHEAT BRAN FLAKES NATURAL WHEAT BRAN HIGH FIBER CEREAL, WHEAT BRAN FLAKES"
1159590,branded_food,"FROSTED STRAWBERRY FLAVORED CEREAL, FROSTED STRAWBERRY"
1159592,branded_food,"WHOLE OATS, WHOLE GRAIN WHEAT, ALMONDS WITH RAISINS LOW FAT GRANOLA MULTI-GRAIN CEREAL, WHOLE OATS, WHOLE GRAIN WHEAT, ALMONDS WITH RAISINS"
1159605,branded_food,"ORIGINAL WHOLE GRAIN CEREAL, ORIGINAL"
1159624,branded_food,"CINNAMON ALMOND CEREAL, CINNAMON ALMOND"
1159634,branded_food,"MULTIGRAIN OATS & HONEY FLAVORED CRUNCHY WHEAT, RICE & CORN FLAKES WITH OATS & HONEY CEREAL, MULTIGRAIN OATS & HONEY"
1159636,branded_food,"VANILLA ALMOND FLAVORED CRUNCHY RICE & WHEAT FLAKES WITH ALMONDS & VANILLA CEREAL, VANILLA ALMOND"
1159637,branded_food,"CHOCOLATEY DELIGHT FLAVORED CRUNCHY WHEAT & RICE FLAKES WITH CHOCOLATEY PIECES CEREAL, CHOCOLATEY DELIGHT"
1159638,branded_food,"FRUIT & YOGURT FLAVORED CRUNCHY RICE & WHEAT FLAKES WITH OAT & FRUIT CLUSTERS AND YOGURT-COATED CLUSTERS CEREAL, FRUIT & YOGURT"
1159639,branded_food,"STRAWBERRY FLAVORED CEREAL BARS, STRAWBERRY"
1159645,branded_food,"RED BERRIES CRUNCHY RICE AND WHEAT FLAKES WITH STRAWBERRIES CEREAL, RED BERRIES"
1159681,branded_food,"DOUBLE CHOCOLATE CRISPY SHELL OUTSIDE, SMOOTH CHOCOLATE INSIDE CEREAL, DOUBLE CHOCOLATE"
1159682,branded_food,"CHOCOLATE CRISPY SHELL OUTSIDE, SMOOTH CHOCOLATE INSIDE CEREAL, CHOCOLATE"
1159735,branded_food,"SWEETENED CEREAL WITH APPLE, CINNAMON AND SPOOKY MARSHMALLOWS, APPLE, CINNAMON AND SPOOKY MARSHMALLOWS"
1159764,branded_food,"CHOCOLATEY DELIGHT FLAVORED CRUNCHY WHEAT & RICE FLAKES WITH CHOCOLATEY PIECES CEREAL, CHOCOLATEY DELIGHT"
1159767,branded_food,"S'MORES FLAVORED CEREAL TREAT BARS, S'MORES"
1159768,branded_food,"ORIGINAL WHOLE GRAIN CEREAL, ORIGINAL"
1159771,branded_food,"BLUEBERRY WITH LEMON CLUSTERS FLAVORED MULTI-GRAIN FLAKES WITH BLUEBERRY OAT CLUSTERS AND LEMON FLAVORED CLUSTERS CEREAL, BLUEBERRY WITH LEMON CLUSTERS"
1159772,branded_food,"STRAWBERRY FLAVORED WHOLE GRAIN CEREAL, STRAWBERRY"
1159776,branded_food,"FRUIT & YOGURT FLAVORED CRUNCHY WHEAT & RICE FLAKES WITH OAT & FRUIT CLUSTERS & YOGURT-COATED CLUSTERS CEREAL, FRUIT & YOGURT"
1159780,branded_food,"SWEETENED MULTI-GRAIN CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1159781,branded_food,"RED BERRIES CRUNCHY WHEAT & RICE FLAKES WITH REAL STRAWBERRIES CEREAL, RED BERRIES"
1159785,branded_food,"CEREAL WITH BANANAS, BANANAS"
1159794,branded_food,"PUMPKIN SPICE FLAVORED CEREAL, PUMPKIN SPICE"
1159836,branded_food,CEREAL
1159837,branded_food,"TOY STORY 4, CARNIVAL BERRY FLAVORED CEREAL, CARNIVAL BERRY"
1159838,branded_food,"HONEY ALMOND ANCIENT GRAINS BLEND OF WHOLE GRAIN WHEAT, RICE, SOY, ANCIENT GRAINS, SORGHUM & BLACK RICE FLAKES WITH HONEY & ALMOND PROTEIN CEREAL, HONEY ALMOND ANCIENT GRAINS"
1159842,branded_food,"SWEETENED TOASTED RICE CEREAL WITH MARSHMALLOWS, MARSHMALLOWS"
1159844,branded_food,"APPLE CINNAMON CRUNCH FLAVORED CRUNCHY WHEAT & RICE FLAKES WITH APPLE CINNAMON CLUSTERS CEREAL, APPLE CINNAMON CRUNCH"
1159960,branded_food,"SWEETENED MULTI-GRAIN CEREAL WITH SPOOKY MARSHMALLOWS, SPOOKY MARSHMALLOWS"
1159969,branded_food,"TASTEEOS, HONEY NUT FLAVORED SWEETENED TOASTED OAT CEREAL WITH REAL HONEY & NATURAL ALMOND FLAVOR, HONEY NUT"
1159982,branded_food,"SWEETENED CEREAL WITH APPLE, CINNAMON & MARSHMALLOWS, APPLE, CINNAMON & MARSHMALLOWS"
1159992,branded_food,"PUMPKIN SPICE FLAVORED CRUNCHY WHEAT & RICE FLAKES WITH NUTMEG, ALLSPICE, GINGER & CINNAMON CLUSTERS CEREAL, PUMPKIN SPICE"
1160035,branded_food,"BERRY FIN-TASTIC WITH MARSHMALLOWS FLAVORED CEREAL, BERRY FIN-TASTIC WITH MARSHMALLOWS"
1160046,branded_food,"RED BERRIES CRUNCHY WHEAT & RICE FLAKES WITH REAL STRAWBERRIES CEREAL, RED BERRIES"
1160047,branded_food,"HONEY ALMOND ANCIENT GRAINS BLEND OF WHOLE GRAIN WHEAT, RICE, SOY, ANCIENT GRAINS, SORGHUM & BLACK RICE FLAKES WITH HONEY & ALMOND PROTEIN CEREAL, HONEY ALMOND ANCIENT GRAINS"
1160061,branded_food,"CHOCOLATE FLAVORED CEREAL WITH SPOOOKY MARSHMALLOWS, CHOCOLATE WITH SPOOOKY MARSHMALLOWS"
1160084,branded_food,"CHOCOLATE FLAVORED CEREAL WITH MARSHMALLOWS, CHOCOLATE WITH MARSHMALLOWS"
1160108,branded_food,"PECAN CEREAL YOGURT SMOOTHIE, PECAN CEREAL"
1160131,branded_food,"ORIGINAL WHOLE GRAIN CEREAL, ORIGINAL"
1160146,branded_food,"FANTASTIC FRUIT FLAVORED WITH GLITTERY SPARKLES CEREAL, FANTASTIC FRUIT"
1160171,branded_food,CEREAL
1160224,branded_food,"BLUEBERRY FLAVORED WAFFLE CEREAL, BLUEBERRY"
1160259,branded_food,"CHOCOLATEY STRAWBERRY CRUNCHY WHEAT AND RICE FLAKES WITH CHOCOLATEY PIECES & REAL STRAWBERRIES CEREAL, CHOCOLATEY STRAWBERRY"
1160291,branded_food,"FANTASTIC FRUIT FLAVORED WITH GLITTERY SPARKLES CEREAL, FANTASTIC FRUIT"
1160295,branded_food,"MIXED BERRY FLAVORED FILLED WHOLE GRAIN CEREAL, MIXED BERRY"
1160315,branded_food,"FROSTED COOKIES & CREME FLAVORED CEREAL, FROSTED COOKIES & CREME"
1160331,branded_food,"HONEY OAT FLAVORED CRUNCHY WHEAT, RICE & CORN FLAKES WITH OATS & HONEY CEREAL, HONEY OAT"
1160337,branded_food,"STRAWBERRY BANANA CEREAL, STRAWBERRY BANANA"
1160369,branded_food,CEREAL
1160388,branded_food,"SUGAR COOKIE CEREAL FLAVORED WITH MARSHMALLOWS, SUGAR COOKIE WITH MARSHMALLOWS"
1160419,branded_food,"CHOCOLATE FLAVORED CEREAL WITH SPOOKY MARSHMALLOWS, CHOCOLATE WITH SPOOKY MARSHMALLOWS"
1160437,branded_food,"CINNAMON FLAVORED CEREAL WITH MARSHMALLOWS, CINNAMON WITH MARSHMALLOWS"
1160524,branded_food,"CARAMEL FLAVORED CEREAL, CARAMEL"
1160551,branded_food,"FRUIT FLAVOR JUMBO SNAX CEREAL, FRUIT"
1160552,branded_food,JUMBO SNAX CEREAL
1160556,branded_food,"VANILLA FLAVORED CEREAL WITH MARSHMALLOWS, VANILLA WITH MARSHMALLOWS"
1160721,branded_food,SWEETENED CEREAL MASHUPS
1160728,branded_food,JUMBO SNAX CEREAL
1160729,branded_food,"FRUIT FLAVOR JUMBO SNAX CEREAL, FRUIT"
1160739,branded_food,SWEETENED CEREAL MASHUPS
1160776,branded_food,"TOASTED RICE CEREAL WITH HOLIDAY COLORS, HOLIDAY COLORS"
1160787,branded_food,"FRUIT & YOGURT FLAVORED CRUNCHY WHEAT & RICE FLAKES WITH OAT & FRUIT CLUSTERS & YOGURT-COATED CLUSTERS CEREAL, FRUIT & YOGURT"
1160801,branded_food,CEREAL
1160905,branded_food,"SUGAR COOKIE CEREAL FLAVORED WITH MARSHMALLOWS, SUGAR COOKIE WITH MARSHMALLOWS"
1161100,branded_food,"FRUITY FLAVORED WHEY PROTEIN CEREAL, FRUITY"
1161244,branded_food,"TOASTED OATS CEREAL WHOLE GRAIN OAT CEREAL, TOASTED OATS"
1161412,branded_food,"VANILLA CANDY CANE COOKIE WITH MARSHMALLOWS FLAVORED CEREAL, VANILLA CANDY CANE COOKIE WITH MARSHMALLOWS"
1161634,branded_food,"FRUITY CEREAL FLAVORED 100% WHEY ISOLATE PROTEIN POWDER, FRUITY CEREAL"
1161730,branded_food,"CHOCOLATEY CEREAL FLAVOR MACROS BARS, CHOCOLATEY CEREAL"
1161842,branded_food,"CHRISTMAS CRUNCH SWEETENED CORN & OAT CEREAL, CHRISTMAS CRUNCH"
1162035,branded_food,"COOKIES & CREME FLAVORED SWEETENDED RICE CEREAL, COOKIES & CREME"
1162105,branded_food,"GRAHAM CRACKER KETO FRIENDLY CEREAL, GRAHAM CRACKER"
1162405,branded_food,"COCOA COCONUT SUPERFLAKES ORGANIC CEREAL, COCOA COCONUT"
1162675,branded_food,CEREAL
1162753,branded_food,"CINNAMON CRUNCH CRISPY SWEETENED WHOLE WHEAT & RICE CEREAL SQUARES, CINNAMON CRISPY"
1162930,branded_food,SWEETENED CORN AND OAT CEREAL
1163348,branded_food,"MAPLE CLUSTER CRUNCH MAPLE FLAVORED MULTIGRAIN FLAKES, GRANOLA CLUSTERS & ALMOND CEREAL, MAPLE CLUSTER CRUNCH"
1163361,branded_food,"CRANBERRY CLUSTER CRUNCH MULTIGRAIN FLAKES WITH CRANBERRY, GRANOLA & ALMOND CEREAL, CRANBERRY CLUSTER CRUNCH"
1164385,branded_food,GMILLS APPLE CINN CHEERIOS SWEETENED WHL GRN OAT CEREAL FAMILY SZ
1164386,branded_food,GMILLS CINN TST CRNCH SWEETENED WHL WHT RICE CEREAL GNT SZ
1164387,branded_food,GMILLS HNY NUT CHEERIOS SWEETENED WHL GRN OAT CEREAL GNT SZ
1164388,branded_food,"Cheerios Cereal, Family Size"
1164389,branded_food,Cheerios Cereal
1164390,branded_food,Cheerios Cereal
1164391,branded_food,GMILLS HNY NUT CHEERIOS SWEETENED WHL GRN OAT CEREAL
1164392,branded_food,GMILLS FRTY CHEERIOS SWEETENED WHL GRN OAT CEREAL
1164393,branded_food,GMILLS CINN TST CRNCH SWEETENED WHL WHT RICE CEREAL
1164394,branded_food,GMILLS HNY NUT CHEERIOS SWEETENED WHL GRN OAT CEREAL
1164395,branded_food,Cheerios Cereal
1164396,branded_food,GMILLS APPLE CINN CHEERIOS SWEETENED WHL GRN OAT CEREAL
1164517,branded_food,GMILLS VERY BRY CHEERIOS SWEETENED WHL GRN OAT CEREAL
1164528,branded_food,GMILLS HNY NUT CHRS MEDLEY CRNCH SWEETENED OAT WHEAT CEREAL
1164538,branded_food,Cheerios Cereal 2 Pack
1164544,branded_food,Reese's Peanut Butter Puffs Cereal
1164615,branded_food,GMILLS GIRL SCOUTS WHL GRN CORN CEREAL THIN MINTS
1164648,branded_food,Cinnamon Toast Crunch Cereal
1164649,branded_food,Honey Nut Cheerios Cereal
1164650,branded_food,Lucky Charms Cereal
1164651,branded_food,Cheerios Cereal
1164653,branded_food,Reese's Puffs Cereal
1164654,branded_food,GMILLS CHOC CHEERIOS WHL GRN OAT CEREAL FAMILY SZ
1164672,branded_food,GMILLS REESES PUFFS SWT CRNCHY CORN PUFFS CEREAL
1164752,branded_food,Cocoa Puffs Cereal
1164788,branded_food,GMILLS FRTY CHEERIOS SWEETENED WHL GRN OAT CEREAL FAMILY SZ
1164789,branded_food,GMILLS VERY BRY CHEERIOS SWEETENED WHL GRN OAT CEREAL FAMILY SZ
1164796,branded_food,Reese's Puffs Cereal
1164820,branded_food,GMILLS CINN TST CRNCH SHREDS SHRD SWTND WHL GRN WHEAT CEREAL
1164844,branded_food,Cheerios Cereal
1164845,branded_food,Reese's Puffs Cereal
1164847,branded_food,GMILLS CHEERIOS SWEETENED WHL GRN OAT CEREAL PEACH
1164848,branded_food,GMILLS CHEERIOS SWEETENED WHL GRN OAT CEREAL PEACH FAMILY SZ
1164850,branded_food,Reese's Puffs Cereal
1164873,branded_food,Cinnamon Chex Cereal
1164883,branded_food,Honey Nut Cheerios Cereal
1164884,branded_food,Honey Nut Cheerios Cereal
1164885,branded_food,Honey Nut Cheerios Cereal
1164886,branded_food,Honey Nut Cheerios Cereal
1164888,branded_food,Apple Cinnamon Cheerios Cereal
1164892,branded_food,Very Berry Cheerios Cereal
1164894,branded_food,Cinnamon Toast Crunch Cereal
1164896,branded_food,Cinnamon Toast Crunch Cereal
1164897,branded_food,Cinnamon Toast Crunch Cereal
1164969,branded_food,Cinnamon Toast Crunch Cereal
1164970,branded_food,GMILLS CHEERIOS SWEETENED WHL GRN OAT CEREAL CHOC PNT BTR FAMILY SZ
1164979,branded_food,GMILLS CHOC TST CRNCH SWEETENED WHEAT CEREAL FAMILY SZ
1165138,branded_food,GMILLS CINN TST CRNCH SWEETENED WHL WHT RICE CEREAL
1165139,branded_food,GMILLS LCKY CHRMS TSTD OAT W MRSHMLWS CEREAL
1165149,branded_food,Cinnamon Chex Cereal
1165156,branded_food,GMILLS HNY NUT CHEERIOS SWEETENED WHL GRN OAT CEREAL
1165157,branded_food,GMILLS CHOC CHEERIOS WHL GRN OAT CEREAL
1165158,branded_food,GMILLS FRSTD CHEERIOS FRSTD WHL GRN OAT CEREAL
1165159,branded_food,GMILLS COOKIE CRISP SWEETENED CEREAL
1165160,branded_food,GMILLS CINN TST CRNCH SWEETENED WHL WHT RICE CEREAL
1165161,branded_food,GMILLS LCKY CHRMS TSTD OAT W MRSHMLWS CEREAL
1165509,branded_food,Quaker Corn Bran Crunch Toasted Corn Cereal 10.5 Ounce Paper Box
1165574,branded_food,Quaker Oatmeal Squares with a hint of Cinnamon Crunchy Oat Cereal 21 Ounce Box
1165608,branded_food,Quaker Life Cinnamon Multigrain Cereal 2.29 Ounce Cup
1165820,branded_food,Quaker Puffed Wheat Regular Cereal 5.2 Ounce Paper Box
1166018,branded_food,Cap'n Crunch Sweetened Corn & Oat Cereal 14 Ounce Paper Box
1166250,branded_food,Cap'N Crunch Berries Sweetened Corn & Oat Cereal 1.30 Ounce Plastic Cup
1166302,branded_food,Cap'N Crunch Sweetened Corn & Oat Cereal 1.51 Ounce Plastic Cup
1166337,branded_food,Cap'N Crunch'S Sprinkled Donut Crunch Naturally & Artificially Flavored Sweetened Corn & Oat Cereal 17.3 Ounce Box
1166405,branded_food,Cap'n Crunch's Oops! All Berries Sweetened Corn & Oat Cereal 11.5 Ounce Box
1166432,branded_food,Cap'N Crunch's Crunch Berries Sweetened Corn & Oat Cereal 22.4 Ounce Paper Box
1166496,branded_food,Cap'n Crunch's Peanut Butter Crunch Sweetened Corn & Oat Cereal 12.5 Ounce Paper Box
1166598,branded_food,Cap'n Crunch's Crunch Berries Sweetened Corn & Oat Cereal 26 Ounce Box
1166664,branded_food,Cap'n Crunch Sweetened Corn & Oat Cereal 24 Ounce Box
1166742,branded_food,Mother's Bumpers Peanut Butter Crunchy Corn Cereal 12.3 Ounce Box
1166783,branded_food,Quaker Simply Granola Oats/Honey/Almond Cereal 28 Ounce Paper Box
1166803,branded_food,Quaker Life Cinnamon Multigrain Cereal 21.6 Ounce Box
1166845,branded_food,Quaker Life Original Multigrain Cereal 2.29 Ounce Cup
1166940,branded_food,Cap'N Crunch's Peanut Butter Crunch Sweetened Corn & Oat Cereal 20.6 Ounce Paper Box
1167001,branded_food,Cap'n Crunch's Peanut Butter Crunch Sweetened Corn & Oat Cereal 17.1 Ounce Paper Box
1167048,branded_food,Quaker Life Maple Brown Sugar Multigrain Cereal 13 Ounce Paper Box
1167072,branded_food,Quaker Life Maple & Brown Sugar MultiGrain Cereal21.6 Ounce Box
1167189,branded_food,Quaker Life Cinnamon Cereal 18 Ounce Paper Box
1167372,branded_food,Quaker Life Maple & Brown Sugar Multigrain Cereal 18 Ounce Box
1167436,branded_food,Cap'n Crunch Crunch Berries Sweetened Corn & Oat Cereal 18.7 Ounce Paper Box
1167861,branded_food,Quaker Life Original Multigrain Cereal 21.6 Ounce Paper Box
1167897,branded_food,Cap'n Crunch's Crunch Berries Sweetened Corn & Oat Cereal 13 Ounce Paper Box
1167939,branded_food,Cap'n Crunch's Crunch Berries Sweetened Corn & Oat Cereal (2-20 Ounce) 40 Ounce 2 Pack Bag
1167948,branded_food,Cap'N Crunch's OOPS! All Berries Naturally & Artificially Flavored Sweetened Corn & Oat Cereal 21.3 Ounce Box
1168161,branded_food,Cap'N Crunch's Oops!All Berries Corn&Oat Cereal 15.4 Ounce Box
1168180,branded_food,Cap'n Crunch Sweetened Corn & Oat Cereal  28 Ounce Paper Box
1168237,branded_food,Quaker Oat Bran Hot Cereal 16 Ounce Box
1168271,branded_food,Cap'n Crunch's Cinnamon Roll Crunch Flavored Sweetened Corn & Oat Cereal 10.3Oz Paper Box
1168319,branded_food,Quaker Life Cinnamon Cereal 13 Ounce Box
1168494,branded_food,Cap'n Crunch Sweetened Corn & Oat Cereal 20 Ounce Paper Box
1168503,branded_food,Quaker Corn Crunch Toasted Corn & Oat Cereal 15 Ounce Paper Box
1168684,branded_food,Mothers Oatbran Cereal 16 Ounce Paper Box
1169455,branded_food,Reese's Puffs Bunnies Cereal
1169796,branded_food,Reese's Puffs Bunnies Cereal
1169985,branded_food,General Mills Mermaid Cereal
1169993,branded_food,Blueberry Cheerios Cereal
1169994,branded_food,Blueberry Cheerios Cereal
1169996,branded_food,Chocolate Lucky Charms Cereal
1170001,branded_food,Cookie Crisp Cereal
1170003,branded_food,Chocolate Lucky Charms Cereal
1170005,branded_food,Cookie Crisp Cereal
1170011,branded_food,General Mills Mermaid Cereal
1170015,branded_food,Cookie Crisp Cereal
1170021,branded_food,Trix Cereal
1170024,branded_food,French Toast Crunch Cereal
1170038,branded_food,Peanut Butter Chex Cereal
1170073,branded_food,French Toast Crunch Cereal
1170081,branded_food,Pnut Butter Chex Cereal
1170094,branded_food,Blueberry Cheerios Cereal
1170098,branded_food,General Mills Mermaid Cereal
1170102,branded_food,Trix Cereal
1170761,branded_food,Golden Grahams Cereal
1170764,branded_food,Trix and Cocoa Puffs Cereal
1170768,branded_food,Cocoa Puffs Cereal
1170769,branded_food,Lucky Charms Cereal
1170771,branded_food,Multi Grain Cheerios Cereal
1170772,branded_food,Wheaties Cereal
1170774,branded_food,Total Cereal
1170777,branded_food,Corn Chex Cereal
1170778,branded_food,Cheerios Cereal 3 Pk
1170779,branded_food,Lucky Charms Cereal
1170780,branded_food,Kid Cereal 3 Pack
1170781,branded_food,Multi Grain Cheerios Cereal
1170782,branded_food,Frosted Cheerios Cereal
1170783,branded_food,Berry Berry Kix Cereal
1170784,branded_food,Lucky Charms Cereal
1170788,branded_food,Multi Grain Cheerios Cereal
1170792,branded_food,Golden Grahams Cereal
1170794,branded_food,Corn Chex Cereal
1170803,branded_food,Kix Cereal
1170804,branded_food,Cocoa Puffs Cereal
1170805,branded_food,Golden Grahams Cereal
1170806,branded_food,Cocoa Puffs Cereal
1170808,branded_food,Cocoa Puffs Cereal
1170809,branded_food,Golden Grahams Cereal
